Source,Target,Weight
"Adinolfi, Wilson  K","Anderson, Carol ",20.573132
"Adinolfi, Wilson  K","Baczenski, Rachael  ",12.2080145
"Adinolfi, Wilson  K","Barton, Nader",13.190259
"Adinolfi, Wilson  K","Bugali, Josephine ",13.63485
"Adinolfi, Wilson  K","Cierpiszewski, Caroline  ",17.765003
"Adinolfi, Wilson  K","Clukey, Elijian",15.759152
"Adinolfi, Wilson  K","Cockel, James",18.64729
"Adinolfi, Wilson  K","Cole, Spencer",19.34774
"Adinolfi, Wilson  K","Degweck,  James",16.553217
"Adinolfi, Wilson  K","Eaton, Marianne",23.28207
"Adinolfi, Wilson  K","Evensen, April",11.748513
"Adinolfi, Wilson  K","Fidelia,  Libby",8.440321
"Adinolfi, Wilson  K","Gentry, Mildred",21.462082
"Adinolfi, Wilson  K","Gold, Shenice  ",13.666882
"Adinolfi, Wilson  K","Gross, Paula",10.994943
"Adinolfi, Wilson  K","Heitzman, Anthony",11.403923
"Adinolfi, Wilson  K","Jacobi, Hannah  ",13.839432
"Adinolfi, Wilson  K","Keatts, Kramer ",12.824755
"Adinolfi, Wilson  K","Kretschmer, John",8.893132
"Adinolfi, Wilson  K","Lydon, Allison",18.964125
"Adinolfi, Wilson  K","Maclennan, Samuel",28.115948
"Adinolfi, Wilson  K","Maurice, Shana",29.808659
"Adinolfi, Wilson  K","Mckenna, Sandy",9.957392
"Adinolfi, Wilson  K","Meads, Elizabeth",12.577768
"Adinolfi, Wilson  K","Myers, Michael",13.391506
"Adinolfi, Wilson  K","Ndzi, Colombui",15.164164
"Adinolfi, Wilson  K","Panjwani, Nina",15.880528
"Adinolfi, Wilson  K","Smith, Martin",11.592603
"Adinolfi, Wilson  K","Power, Morissa",18.964981
"Adinolfi, Wilson  K","Purinton, Janine",23.885569
"Adinolfi, Wilson  K","Robinson, Cherly",12.906091
"Adinolfi, Wilson  K","Saar-Beckles, Melinda",19.572594
"Adinolfi, Wilson  K","Sullivan, Timothy",19.187954
"Adinolfi, Wilson  K","Tavares, Desiree  ",12.187193
"Adinolfi, Wilson  K","Tippett, Jeanette",15.360235
"Adinolfi, Wilson  K","Zima, Colleen",21.569843
"Alagbe,Trina","Anderson, Carol ",19.955992
"Alagbe,Trina","Bachiochi, Linda",12.740595
"Alagbe,Trina","Barbara, Thomas",11.885909
"Alagbe,Trina","Bates, Norman",17.501255
"Alagbe,Trina","Becker, Scott",11.524305
"Alagbe,Trina","Billis, Helen",26.229769
"Alagbe,Trina","Bugali, Josephine ",14.992788
"Alagbe,Trina","Chace, Beatrice ",9.975163
"Alagbe,Trina","Clukey, Elijian",15.676822
"Alagbe,Trina","Degweck,  James",17.73553
"Alagbe,Trina","England, Rex",19.86891
"Alagbe,Trina","Gaul, Barbara",26.04415
"Alagbe,Trina","Gentry, Mildred",20.933115
"Alagbe,Trina","Gerke, Melisa",9.848379
"Alagbe,Trina","Gilles, Alex",16.72075
"Alagbe,Trina","Gordon, David",18.264082
"Alagbe,Trina","Gross, Paula",11.707268
"Alagbe,Trina","Harrison, Kara",15.222955
"Alagbe,Trina","Heitzman, Anthony",11.740616
"Alagbe,Trina","Hudson, Jane",16.458366
"Alagbe,Trina","Jackson, Maryellen",19.351688
"Alagbe,Trina","Jung, Judy  ",12.17292
"Alagbe,Trina","Langton, Enrico",26.037437
"Alagbe,Trina","Lecter, Hannibal",18.787178
"Alagbe,Trina","Meads, Elizabeth",12.437994
"Alagbe,Trina","Newman, Richard ",10.927842
"Alagbe,Trina","O'Hare, Lynn",18.08286
"Alagbe,Trina","Osturnka, Adeel",30.442202
"Alagbe,Trina","Panjwani, Nina",14.787114
"Alagbe,Trina","Purinton, Janine",23.168623
"Alagbe,Trina","Rarrick, Quinn",28.204184
"Alagbe,Trina","Rivera, Haley  ",13.858282
"Alagbe,Trina","Robinson, Elias",12.093928
"Alagbe,Trina","Rose, Ashley  ",24.091791
"Alagbe,Trina","Saar-Beckles, Melinda",18.455633
"Alagbe,Trina","Smith, Sade",11.207104
"Alagbe,Trina","Tavares, Desiree  ",12.357547
"Alagbe,Trina","Tippett, Jeanette",14.734776
"Alagbe,Trina","Zima, Colleen",21.005037
"Anderson, Carol ","Anderson, Linda  ",12.763596
"Anderson, Carol ","Biden, Lowan  M",10.497353
"Anderson, Carol ","Billis, Helen",14.898708
"Anderson, Carol ","Clukey, Elijian",13.143329
"Anderson, Carol ","Cole, Spencer",10.417828
"Anderson, Carol ","Dee, Randy",16.60988
"Anderson, Carol ","Desimone, Carl ",17.399183
"Anderson, Carol ","Dickinson, Geoff ",12.734459
"Anderson, Carol ","Evensen, April",16.133982
"Anderson, Carol ","Ferguson, Susan",16.793903
"Anderson, Carol ","Fernandes, Nilson  ",14.259483
"Anderson, Carol ","Fidelia,  Libby",20.382051
"Anderson, Carol ","Garcia, Raul",14.055431
"Anderson, Carol ","Gerke, Melisa",19.887365
"Anderson, Carol ","Girifalco, Evelyn",18.466938
"Anderson, Carol ","Gordon, David",13.646674
"Anderson, Carol ","Handschiegl, Joanne",16.28958
"Anderson, Carol ","Hudson, Jane",14.894836
"Anderson, Carol ","Jhaveri, Sneha  ",18.011984
"Anderson, Carol ","Kirill, Alexandra  ",18.237684
"Anderson, Carol ","Langton, Enrico",16.30542
"Anderson, Carol ","Medeiros, Jennifer",10.164855
"Anderson, Carol ","Myers, Michael",13.9460125
"Anderson, Carol ","Osturnka, Adeel",17.039257
"Anderson, Carol ","Owad, Clinton",13.497098
"Anderson, Carol ","Purinton, Janine",12.66475
"Anderson, Carol ","Rossetti, Bruno",20.67582
"Anderson, Carol ","Sander, Kamrin",16.384684
"Anderson, Carol ","Smith, Sade",21.440233
"Anderson, Carol ","Sullivan, Timothy",9.637488
"Anderson, Carol ","Sutwell, Barbara",14.381587
"Anderson, Carol ","Theamstern, Sophia",18.046188
"Anderson, Carol ","Wallace, Theresa",18.505207
"Anderson, Carol ","Ybarra, Catherine ",19.569504
"Anderson, Linda  ","Baczenski, Rachael  ",22.423286
"Anderson, Linda  ","Chan, Lin",23.431957
"Anderson, Linda  ","Chivukula, Enola",9.337535
"Anderson, Linda  ","Dinocco, Lily ",11.183103
"Anderson, Linda  ","England, Rex",10.756738
"Anderson, Linda  ","Ferguson, Susan",16.219774
"Anderson, Linda  ","Fernandes, Nilson  ",12.251193
"Anderson, Linda  ","Fidelia,  Libby",19.380127
"Anderson, Linda  ","Gordon, David",7.2614064
"Anderson, Linda  ","Harrison, Kara",9.711654
"Anderson, Linda  ","Jacobi, Hannah  ",13.618359
"Anderson, Linda  ","Knapp, Bradley  J",11.308451
"Anderson, Linda  ","Leach, Dallas",19.48796
"Anderson, Linda  ","Mahoney, Lauren  ",16.835453
"Anderson, Linda  ","Meads, Elizabeth",13.679826
"Anderson, Linda  ","Ndzi, Colombui",9.666958
"Anderson, Linda  ","Ndzi, Horia",13.007586
"Anderson, Linda  ","Smith, Martin",19.006073
"Anderson, Linda  ","Pitt, Brad ",13.519646
"Anderson, Linda  ","Shields, Seffi",14.473906
"Anderson, Linda  ","Theamstern, Sophia",12.8736725
"Anderson, Linda  ","Wilber, Barry",10.923862
"Anderson, Linda  ","Zima, Colleen",11.043849
"Athwal, Sam","Becker, Scott",11.511085
"Athwal, Sam","Bugali, Josephine ",19.614561
"Athwal, Sam","Chan, Lin",10.27484
"Athwal, Sam","Chang, Donovan  E",15.885346
"Athwal, Sam","Chivukula, Enola",26.175419
"Athwal, Sam","Cockel, James",24.268696
"Athwal, Sam","Desimone, Carl ",13.592597
"Athwal, Sam","Gaul, Barbara",32.27918
"Athwal, Sam","Gerke, Melisa",11.309564
"Athwal, Sam","Gold, Shenice  ",17.828447
"Athwal, Sam","Gross, Paula",13.69644
"Athwal, Sam","Handschiegl, Joanne",14.473746
"Athwal, Sam","Harrington, Christie ",18.882217
"Athwal, Sam","Heitzman, Anthony",12.383959
"Athwal, Sam","Ivey, Rose ",12.429241
"Athwal, Sam","Johnson, George",21.844465
"Athwal, Sam","Keatts, Kramer ",13.988759
"Athwal, Sam","Kirill, Alexandra  ",33.574287
"Athwal, Sam","Linares, Marilyn ",15.647331
"Athwal, Sam","Lynch, Lindsay",12.492554
"Athwal, Sam","Mckenna, Sandy",10.174987
"Athwal, Sam","Meads, Elizabeth",16.342352
"Athwal, Sam","O'Hare, Lynn",23.397362
"Athwal, Sam","Panjwani, Nina",19.172235
"Athwal, Sam","Power, Morissa",24.106941
"Athwal, Sam","Rarrick, Quinn",34.660805
"Athwal, Sam","Robinson, Alain  ",9.938938
"Athwal, Sam","Rose, Ashley  ",30.556074
"Athwal, Sam","Rossetti, Bruno",14.385169
"Athwal, Sam","Saar-Beckles, Melinda",24.353256
"Athwal, Sam","Shields, Seffi",24.751656
"Athwal, Sam","Theamstern, Sophia",22.794495
"Athwal, Sam","Tippett, Jeanette",20.204103
"Athwal, Sam","Volk, Colleen",22.147467
"Athwal, Sam","Wilkes, Annie",17.607824
"Athwal, Sam","Williams, Jacquelyn  ",21.66345
"Bachiochi, Linda","Baczenski, Rachael  ",19.216108
"Bachiochi, Linda","Bates, Norman",12.674858
"Bachiochi, Linda","Beatrice, Courtney ",10.392094
"Bachiochi, Linda","Clukey, Elijian",9.789896
"Bachiochi, Linda","Crimmings,   Jean",9.836961
"Bachiochi, Linda","Evensen, April",10.25402
"Bachiochi, Linda","Gerke, Melisa",14.1340885
"Bachiochi, Linda","Harrington, Christie ",9.7923565
"Bachiochi, Linda","Kretschmer, John",13.703755
"Bachiochi, Linda","Leach, Dallas",15.408759
"Bachiochi, Linda","Lydon, Allison",12.315223
"Bachiochi, Linda","Meads, Elizabeth",11.743547
"Bachiochi, Linda","Medeiros, Jennifer",10.78002
"Bachiochi, Linda","Myers, Michael",9.291418
