Source,Target,Weight
Courtney Graham,Janie Anderson,0.4145572
Sara Griffin,Lakeisha New,0.7183258
Roy Cross,Ethel Long,0.5083948
Tanika South,Idell Collado,0.19109225
Nancy Watson,Lynette Vega,0.17576018
Pat Roberson,Deandre Lacey,0.39493296
Julia Hall,Julie Henderson,0.2222015
Ramona Newman,Britta Shannon,0.25964254
Brett Webster,Maris Hayden,0.5065029
Angela Garcia,Lori King,0.37684172
Al Bailey,Hsiu Alcorn,0.4124069
Richard Hernandez,Xochitl Runyon,0.47422633
Ann Cook,Gerard Clark,0.2987289
Minnie Munoz,Pat Marshall,0.40682545
Martha Kelly,Arthur Turner,0.30011284
Brenda Jackson,Lorene Casey,0.4314755
Geri Minor,Idell Collado,0.4462737
Lisa Ramirez,Zena Whitehead,0.3980813
Glenda Myers,Christin Patino,0.16897395
Beverly Taylor,Julia Cummings,0.45094863
Matthew Price,Whitney Simon,0.43281147
Henry Campbell,Timmy Garner,0.54473925
Fred Hill,Anne Nash,0.39900813
Pete Perez,Branda Moon,0.44613186
John Diaz,Bethany Underwood,0.41581807
Jack Hughes,Angelica Blake,0.47510132
Benny Terry,Al Bailey,0.24718162
Krystle Hardin,Kerrie Croft,0.3668068
Joe White,Demetrius Forbes,0.6670852
Jeffrey Clark,Jennifer Brown,0.1797202
Shawn Harris,Joe Alexander,0.25790697
Rita Sherman,Juanita Mathis,0.5596859
Craig Brooks,Stuart Dixon,0.43419585
Kathrin Himes,Ping Curtin,0.2427969
Doyle Morales,Delia Townsend,0.2977731
Octavio Mclendon,Taina Tubbs,0.41136917
Ralph Bailey,Luke Sharp,0.22008091
Agnes Thomas,Vivian Kelley,0.5042374
Delia Townsend,Suzanne Simon,0.23645455
Kelley Martinez,Lana Paul,0.49654683
Julie Henderson,Nicole Kelly,0.6960123
Phillip Russell,Ramona Fowler,0.85089725
Claire Hardy,Myra Mcdaniel,0.45119342
Ervin Mccormick,Ollie Ball,0.2623755
Stephen Lee,Gladys Nunez,0.5517015
Rose Smith,Patrick Kim,0.26346228
Judy Clark,Whitney Simon,0.6290457
Gregory Wright,Clifford Porter,0.43781188
Allison Jennings,Allan Sullivan,0.48739734
Doris Hamilton,Jean Cannon,0.2091136
Louis Campbell,Mark Harris,0.23998111
Willie Young,Lori Watkins,0.47757033
Lady Mccaskill,Jerrell Mcmurray,0.40072697
Marcos Guzman,Corina Towns,0.43649474
Marty Rivera,Edelmira Tillman,0.7387101
Virginia Holt,Lucy Walsh,0.86842376
Ann Cook,Saul Crawford,0.21509632
Wm Ballard,Anita Barton,0.39045373
Philip Torres,Lana Mack,0.2897806
Tiffany Arnold,Dave Lawrence,0.44737443
Brenda Patterson,Thad Judd,0.698698
Mary Williams,Miguel Klein,0.3140052
Donna Powell,Myra Mcdaniel,0.32851908
Abraham Daniels,Lynne Rice,0.47987273
Brenda Gonzalez,Toni Simon,0.7217877
Ralph Cook,Rodney Burke,0.50861764
Charissa Mcgowan,Katrice Strunk,0.1243205
Carl Ramirez,Sara Griffin,0.8698283
Mary Martin,Tina Gross,0.43790737
Howard Young,Tammy Robinson,0.32174993
Kevin Morgan,Caroline Davis,0.2955226
Juan Santos,Hattie May,0.6408324
Kathy Potter,Tamara Perkins,0.48391852
Robert Casey,Teresita Bruton,0.55977714
Catherine Foster,Kathy Reed,0.046551056
Lynn Elliott,Nakia Arreola,0.5792382
Wayne Walker,Lori Anderson,0.34057975
Ronald Mason,Jasmine Chapman,0.55134463
Heather Bell,Lynette Hall,0.48218456
Kevin Morgan,Nancy Morris,0.14814618
Kathleen Roberts,Lisa Ramirez,0.43537608
Brittny Fanning,Obdulia Salter,0.16745743
Eva Chavez,Wendell Wilkins,0.29581866
Eunice Becker,Angelica Blake,0.4615185
Kristin Rice,Miguel Klein,0.46709046
Minnie Hodges,Carol Lowery,0.35649553
Jessica Miller,Steven Coleman,0.21307987
Alan Green,Pam Guzman,0.50216246
Christopher Robinson,Glenn Martinez,0.33129978
Larry Allen,Jasmine Hogan,0.54456866
Thomas Ramirez,Lizzette Sherwood,0.28269354
Susan Ramirez,Delta Scholl,0.9289088
Joan Long,Summer Lachance,0.37650633
Martin Collins,Isabel Ramos,0.5237493
Lela Sutton,Sharda Zamora,0.26931542
Susan Ramirez,Duane Hamilton,0.62436914
Phillip White,Jack Bell,0.38889325
Geri Minor,Briana Willey,0.40036428
Sue Rodriquez,Bridget Mills,0.53096247
Drew Poole,Vivien Olivo,0.45597717
Harold Jones,Tomoko Kimble,0.62777454
Marilyn Henderson,Briana Willey,0.67410034
Christopher Robinson,Kerry Copeland,0.5062576
Jack Bell,Kari Willis,0.2809515
Peter Cox,Frankie Spencer,0.5921728
Joyce Malone,Warner Stephenson,0.19395217
Christina Gonzales,Carolyn Bennett,0.2581761
Leigh Benson,Melody Yates,0.57440096
Cynthia Miller,Bernard Mcbride,0.2238121
Christina Tate,America Alarcon,0.26073012
Jennifer Watkins,Annette Hubbard,0.54570174
Jasmine Hogan,Vernetta Swann,0.37274063
Cecelia Gibson,Dorothy Guerrero,0.31964806
Larry Bennett,Micah Fay,0.57510597
Holly Hunt,Natalya Espino,0.3663356
Kelli Turner,Wendell Wilkins,0.37724
Simon Jefferson,Marianne Hogan,0.15602043
Garrett Myers,Laverne Ingram,0.64387935
Julie Rivera,Cleora Burch,0.46755496
Paulette Fox,Joetta Allred,0.27965495
Nicolas Roy,Reita Easley,0.4823059
Billy Green,Sierra Redman,0.41614315
Bessie Bell,Milton Steele,0.4662628
Jonathon Singleton,Lana Paul,0.37510845
Chris Rivera,Joanne Fitzgerald,0.6311206
Felipe Wong,Teresa Bass,0.43092182
Wendell Wilkins,Kathern Greathouse,0.21745181
Phyllis Reed,Jermaine Barnett,0.15769377
Keith Simmons,Steven Williams,0.4307442
Alfred Romero,Deandre Ferris,0.32445964
Julia Allen,Bessie Welch,0.44716826
Larry Bennett,Wilfred Sutton,0.41004792
Catherine Foster,Harold Cunningham,0.40687254
Ramona Fowler,Josef Cochran,0.26683885
Lynn Hines,Claire Hardy,0.24735388
Jack Ward,Dawn Powell,0.83581877
Terry Hernandez,Andrea Mccarthy,0.32378748
Caroline Davis,Floy Hood,0.34185603
Mary Price,Guadalupe Santos,0.45883992
Kerry Lambert,Rosalie Welch,0.3702106
Kevin Lee,Thelma Daniel,0.40914175
Felicia Gray,Casey Reeves,0.5463008
Walter Ross,Tova Florence,0.7680073
Ada Rios,Melba Long,0.32763082
Miranda Green,Kay Jefferson,0.295693
Lynn Hines,Glenn Martinez,0.22336125
Roxanne Rowe,Harris Morrow,0.4155784
Jimmy Reed,Andrew Henderson,0.5054786
Salvatore Munoz,Michelle Washington,0.7391817
Andrea Turner,Mae Francis,0.5604581
Wallace Griffin,Genia Keaton,0.6302952
Brittany Silva,Deangelo Boykin,0.21054253
Lillian Rogers,Elsa Murray,0.54495966
Ada Rios,Bunny Barrera,0.30220082
Katherine Hill,Sherri Ruiz,0.57443595
Samuel Sanchez,Christal Means,0.48412797
Clarence Jackson,Lisa Ramirez,0.2767348
Terry Bell,Tonya Carroll,0.2801774
Linda Washington,Sally Adams,0.53749
Andrea Turner,Marty Rivera,0.53882366
Henrietta Townsend,Ruth Christensen,0.4809349
Rebecca Perez,Geraldine Colon,0.32940483
Caleb Murphy,Joanie Barr,0.66915
Gerald Robinson,Lizzette Sherwood,0.75358784
Wanda Davis,Miriam Dixon,0.3439624
Shirley Lane,Kay Jefferson,0.3881573
Melody Yates,Carmel Knutson,0.3449464
Al Bailey,Jeannette Jordan,0.34495687
Lula Sherman,Joyce Malone,0.42194805
Ida Patterson,Wanda Williams,0.44546112
Joe Alexander,Allan Sullivan,0.39617467
Marilyn Harris,Lori Lee,0.110525735
Luke Sharp,Charissa Mcgowan,0.5414403
Henry Perry,Kenneth Adkins,0.07004254
Jeffrey Rodriguez,Allison Patrick,0.6017788
Edward Harris,Pam Guzman,0.408914
Pete Perez,Sharda Zamora,0.35534722
Ralph Long,Tabitha Mendez,0.6114219
Brenda Price,Bradford Fuller,0.30380625
Joshua Perry,Brian Watson,0.36705324
Fred Sandoval,Lanny Gallegos,0.32683477
Joshua Peterson,Silvia Garner,0.569199
Kari Willis,Leona Schneider,0.26983735
Sammy Williamson,Lucy Walsh,0.50003994
Julia Allen,Audra Avila,0.34814522
Stephen Gonzales,Lee Moss,0.55226165
Donald Young,Joshua Alexander,0.37474254
Jerry Moore,Charlie Andrews,0.26478487
Robert Cooper,Raymond Martinez,0.2361066
Veronica Zimmerman,Naomi Mclaughlin,0.6340724
Sadie Mccarthy,Marlin Hardesty,0.43100825
Paula Foster,Adrian Phillips,0.61091244
Bobby Sanchez,Ruth Davis,0.54592204
Lillian Hill,Aurea Parrott,0.29023153
Mattie Watts,Shirley Olson,0.52825034
Joseph Bennett,Anne Nash,0.43411592
Marion Palmer,Minh Graf,0.28076655
Allison Jennings,Melinda Knight,0.36200628
Stacey Stephens,Judie Meacham,0.28723082
Michael Wright,Carlos Moore,0.34261662
Nicole Kelly,Helen Padilla,0.48687807
Angie Ross,Freda Hardy,0.5176122
Herman Sanders,Sabrina Love,0.79856646
Joel Joseph,Hugo Torres,0.3622417
Eugene Turner,Jasmine Lyons,0.5346439
Warner Stephenson,Weston Belanger,0.34466445
Terence Ray,Frankie Spencer,0.36155492
Sean White,Nicole Perry,0.4575307
Howard Young,Cory Gross,0.15944004
Paulette Bridges,Anita Bailey,0.42393354
Constance Parks,Wally Bankston,0.44548807
Lisa Ward,Gretchen Stone,0.5286556
Maria Frazier,Helena Grice,0.41768065
Tanisha Conklin,Mallory Schubert,0.3655636
Keith Williams,Winifred Armstrong,0.45288977
Ralph Rivera,Rose Powell,0.4927157
Kerry Schneider,Ruby Williamson,0.29198408
Denise Armstrong,Zella Bratcher,0.4937252
Kenneth Ross,Bobbie Mcdonald,0.5189968
Sandy Price,Elinor Hayden,0.48095903
Wilbur Blair,Dania Metzler,0.32113925
Latarsha Daugherty,Christin Patino,0.3040172
Kenneth Cox,Stevie Butts,0.81645656
Janice Anderson,Tommie Chapman,0.40890893
Benny Diaz,Dawn Gutierrez,0.070269875
David James,Vera Sanchez,0.53593683
Lois Smith,Ida Patterson,0.1404602
Vivian Frank,Clarita Coates,0.21573725
Aaron Rogers,Domingo Wallace,0.40865198
Kerry Lambert,Chase Kitchens,0.4051781
Wayne Walker,Dorothy Carter,0.4179872
Carla Arnold,Idell Collado,0.61090976
Ronald Gregory,Chung Bickford,0.27495655
Carlos Jones,Madaline Weller,0.49992487
Emily Taylor,Sherry Marshall,0.4036657
Nancy Morgan,Gladys Larson,0.35390306
Miguel Klein,Rosie Newton,0.14928135
Raymond Chapman,Lamont Eller,0.49812362
Louise Butler,Nicole Evans,0.3588246
